,Product_Name,Price,Description,Image_URL,Product_Link
188,Textured Midi Dress with Pearls,"129,90 EUR 79,90 EUR","– True to size
– Textured and stretchy fabric
– Open back design
– Midi length
– 90% viscose – 10% nylon/lycra
– Made in Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/132-6031b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/132-6031b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/132-6031b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/132-6031b-550x770.jpg']",https://www.esthe.co.uk/product/textured-midi-dress-with-pearls-black/
189,Tulle Mesh Dress,"189,90 EUR 119,90 EUR","– True to size
– Sheer tulle fabric
– Corset seam design details
– Full gathered skirt
– Midi length
– 100% polyester
– Made in Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/202-6194b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6194b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6194b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6194b4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6194b5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6194b-1-550x770.jpg']",https://www.esthe.co.uk/product/tulle-mesh-dress-black/
190,Velvet Diamond Mini Bag,"64,90 EUR 44,90 EUR","– Velvet bag
– Individually machine-stitched cloud ruching technique
– Diamantes strap feature
– Fully lined inside
– Adjustable self-fabric tie opening
– 90% polyester – 10% elastane
– Made in Europe",,https://www.esthe.co.uk/product/velvet-diamond-mini-bag-black/
191,Velvet Mini Skirt with Gatherings,"79,90 EUR 39,90 EUR","– Adjustable channeled gathering
– Designed for a tight fit
– 90% polyester-10% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/222-3306a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3306a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3306a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3306a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3306a5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3306a-550x770.jpg']",https://www.esthe.co.uk/product/velvet-mini-skirt-with-gatherings-black/
192,Velvet One Shoulder Bodysuit,"69,90 EUR 39,90 EUR","– Velvet fabric
– One shoulder design
– Thong body suit
– Light gathers at shoulder
– Slight stretch
– 90% polyester – 10% elastane
– Made in Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/222-3269b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269b4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269b-550x770.jpg']",https://www.esthe.co.uk/product/velvet-one-shoulder-bodysuit-black/
193,Velvet One Shoulder Bodysuit,"69,90 EUR","– Velvet fabric
– One shoulder design
– Thong body suit
– Light gathers at shoulder
– Slight stretch
– 90% polyester – 10% elastane
– Made in Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/222-3269a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3269a-550x770.jpg']",https://www.esthe.co.uk/product/velvet-one-shoulder-bodysuit-intense-violet/
194,Velvet Pleated Trousers,"109,90 EUR","– Velvet fabric
– Slight stretch
– Fully pleated
– Elasticated waistband
– Straight leg
– 90% polyester – 10% elastane
– Made in Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/222-3307a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3307a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3307a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3307a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/222-3307a-550x770.jpg']",https://www.esthe.co.uk/product/velvet-pleated-tie-leg-trousers-black/
195,Apron Dress,"179,90 EUR","– A-line shape
– Pleated fabric
– Open Back
– Adjustable straps at back
– 100% polyester
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/202-6139a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6139a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6139a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6139a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6139a5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6139a6-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6139a-550x770.jpg']",https://www.esthe.co.uk/product/apron-dress-black/
196,Asymmetric Cutout Mini Dress,"129,90 EUR 59,90 EUR","– Model is 1.74m / 5′ 7.0″ and is wearing size small
– True to size
– Stretchy, soft material
– Fully lined
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-31971-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-31972-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-31973-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-31974-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-31975-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-31976-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-31977-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3197-550x770.jpg']",https://www.esthe.co.uk/product/asymmetric-cutout-mini-dress-black/
197,Asymmetric Gathered Top,"69,90 EUR","– Runs slightly small
– Stretchy material
– Adjustable cut-out gathering
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-32091-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-32092-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-32093-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-32094-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-32095-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-32096-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3209-550x770.jpg']",https://www.esthe.co.uk/product/asymmetric-gathered-top-marble/
198,Asymmetric Gathered Top,"69,90 EUR","– Runs slightly small
– Stretchy material
– Adjustable cut-out gathering
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-66991-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66992-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66993-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66994-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66995-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66996-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6699-550x770.jpg']",https://www.esthe.co.uk/product/asymmetric-gathered-top-black/
199,Bikini Bottoms,"34,90 EUR","– True to size
– Lightweight fabric
– Τie-straps at sides
– 88% polyamide- 12% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6704b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6704b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6704b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6704b4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6704b5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6704b-550x770.jpg']",https://www.esthe.co.uk/product/bikini-bottoms-black/
200,Cloud Satin Bag,"99,90 EUR 79,90 EUR","– Individually machine-stitched gathering technique
– Scrunchie handle
– Fully lined
– Internal zipped pocket
– 100% polyester
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6726a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6726a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6726a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6726a-550x770.jpg']",https://www.esthe.co.uk/product/cloud-satin-bag-black/
201,Cloud Top,"119,90 EUR 69,90 EUR","– True to size
– Individually machine-shirred fabric
– Open back
– 100% cotton
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/112-62351-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/112-62352-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/112-62353-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/112-62354-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/112-62355-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/112-62356-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/112-62357-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/112-6235-550x770.jpg']",https://www.esthe.co.uk/product/cloud-top-white/
202,Cross Cut Bralette,"39,90 EUR 29,90 EUR","– Runs slightly small
– Stretchy material
– Fully lined
– Elasticated hem
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6700b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700b4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700b5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700b-550x770.jpg']",https://www.esthe.co.uk/product/cross-cut-bralette-black/
203,Cross Cut Bralette,"39,90 EUR 29,90 EUR","– Runs slightly small
– Stretchy material
– Fully lined
– Elasticated hem
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6700a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700a5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6700a-550x770.jpg']",https://www.esthe.co.uk/product/cross-cut-bralette-beige/
204,Cut-Out Mesh Ribbon Top,"99,90 EUR 49,90 EUR","– True to size
– Adjustable channeled gathering
– Sheer
– 92% polyester- 8% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-33561-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-33562-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-33563-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-33564-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-33565-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-33566-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3356-550x770.jpg']",https://www.esthe.co.uk/product/cut-out-mesh-ribbon-top-marble/
205,Cut-Out Mesh Ribbon Top,"99,90 EUR 39,90 EUR","– True to size
– Adjustable channeled gathering
– Sheer
– 92% polyester- 8% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-3222a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222a5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222a-550x770.jpg']",https://www.esthe.co.uk/product/cut-out-mesh-ribbon-top-yellow/
206,Cut-Out Mesh Ribbon Top,"99,90 EUR 49,90 EUR","– True to size
– Adjustable channeled gathering
– Sheer
– 92% polyester- 8% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-3222b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222b4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222b5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222b6-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222b7-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3222-550x770.jpg']",https://www.esthe.co.uk/product/cut-out-mesh-ribbon-top-black/
207,Double Layered Sheer Top,"59,90 EUR 29,90 EUR","– Slightly relaxed fit
– Fixed double layer
– Sheer
– 100% polyester
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6682a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6682a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6682a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6682a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6682a5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6682a6-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6682a-save-for-web-550x770.jpg']",https://www.esthe.co.uk/product/double-layered-sheer-top-white/
208,Flared Trousers,"74,90 EUR 44,90 EUR","– True to size
– High-waisted
– Semi-sheer lightweight jersey fabric
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6702a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6702a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6702a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6702a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6702a5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6702a6-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6702a-550x770.jpg']",https://www.esthe.co.uk/product/flared-trousers-lilac/
209,High Neck Sheer Ruffle Top,"59,90 EUR","– True to size
– Stretchy material
– Sheer
– 90% nylon- 10% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-66661-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66662-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66663-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66664-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66665-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66666-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6666-550x770.jpg']",https://www.esthe.co.uk/product/high-neck-sheer-ruffle-top-black/
210,Mesh Trousers,"74,90 EUR","– Slightly relaxed fit
– Lightweight, printed fabric
– Ruffle pleated technique
– Semi-sheer
– 92% polyester- 8% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-66551-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66552-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66553-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66554-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66555-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-66556-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6655-550x770.jpg']",https://www.esthe.co.uk/product/mesh-trousers-marble/
211,One Shoulder Swim,"79,90 EUR 59,90 EUR","– Runs slightly small
– Adjustable channeled gathering
– 88% polyamide- 12% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-33571-1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-33572-1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-33573-1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3357-1-550x770.jpg']",https://www.esthe.co.uk/product/one-shoulder-swim-marble/
212,One-Sleeve Top,"69,90 EUR 49,90 EUR","– True to size
– Lightweight fabric
– Adjustable side channeling
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/202-61971-1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-61973-1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-61974-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-61975-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/202-6197-1-550x770.jpg']",https://www.esthe.co.uk/product/one-sleeve-top-marble/
213,Organza Bomber Jacket,"109,90 EUR 69,90 EUR","– Runs slightly large, oversized fit
– Waist-length
– Sheer lightweight organza fabric
– 100% polyester
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6710a1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a6-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a7-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a8-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710a-550x770.jpg']",https://www.esthe.co.uk/product/organza-bomber-jacket-green/
214,Organza Bomber Jacket,"109,90 EUR 69,90 EUR","– Runs slightly large, oversized fit
– Waist-length
– Sheer lightweight organza fabric
– 100% polyester
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-6710b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b5-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b6-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b7-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b8-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b9-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-6710b-550x770.jpg']",https://www.esthe.co.uk/product/organza-bomber-jacket-black/
215,Pearl Cut out Midi Dress,"209,90 EUR","– Model is 1.76m / 5′ 7.7″ and is wearing size small
– True to size
– Stretchy, soft material
– Fully lined
– Pearl and gold trim
– 94% polyester- 6% elastane
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/122-3201b1-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3201b2-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3201b3-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3201b4-550x770.jpg', 'https://www.esthe.co.uk/wp-content/uploads/122-3201b-550x770.jpg']",https://www.esthe.co.uk/product/pearl-cut-out-midi-dress-black/
